title,num_rooms,num_bedrooms,type_of_good,total_area,total_land_area,condition,latitude,longitude,city,region,features,url,price,Antenne parabolique,Ascenseur,Chambre rangement,Chauffage central,Cheminée,Climatisation,Concierge,Cuisine équipée,Double vitrage,Entre-seul,Four,Garage,Jardin,Machine à laver,Meublé,Micro-ondes,Piscine,Porte blindée,Réfrigérateur,Salon européen,Sécurité,Terrasse,Vue sur les montagnes,Vue sur mer
"Villa de haut standing, Gammarth supérieur",11,8,Villa,400,363.0,Nouveau,36.876389,10.325278,Gammarth Supérieur,La Marsa,Jardin;Terrasse;Garage;Climatisation;Chauffage central;Sécurité;Double vitrage;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8251201/villa-de-haut-standing-gammarth-sup%C3%A9rieur,2050000,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False
Superbe Duplex S3 à vendre à Bhar Lazreg. 3 chambres,4,3,Maison,140,,Nouveau,36.87278095134796,10.291909660830784,Bhar Lazreg,La Marsa,Jardin;Terrasse;Garage;Ascenseur;Concierge;Entre-seul;Antenne parabolique;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/pa/7948140/superbe-duplex-s3-%C3%A0-vendre-%C3%A0-bhar-lazreg-3-chambres,532000,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False
A vendre Villa S4 avec piscine à Sidi jdidi Hammamet,5,4,Villa,250,470.0,Nouveau,36.41209805755108,10.466168739624024,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Vue sur les montagnes;Piscine;Concierge;Entre-seul;Salon européen;Sécurité;Cuisine équipée,https://www.mubawab.tn/fr/a/8249927/a-vendre-villa-s4-avec-piscine-%C3%A0-sidi-jdidi-hammamet,850000,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False
Somptueux duplex à vendre à Les Jardins de Carthage. Superficie 355 m²,5,4,Villa,355,,Nouveau,36.85421052118046,10.30065537812417,Les Jardins de Carthage,Le Kram,Jardin;Terrasse;Garage;Ascenseur;Cheminée;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/pa/8075428/somptueux-duplex-%C3%A0-vendre-%C3%A0-les-jardins-de-carthage-superficie-355-m%C2%B2,2000000,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False
Duplex en s3 à vendre,4,3,Maison,180,190.0,Nouveau,36.45056,10.73505,Nabeul,Nabeul,Jardin;Terrasse;Garage;Piscine;Climatisation;Chauffage central;Sécurité;Double vitrage;Cuisine équipée,https://www.mubawab.tn/fr/a/8201529/duplex-en-s3-%C3%A0-vendre,760000,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False
Une belle villa à vendre à Gammarth supérieur,6,5,Villa,300,543.0,Bon état,36.876389,10.325278,Gammarth Supérieur,La Marsa,Jardin;Terrasse;Garage;Climatisation;Chauffage central;Sécurité,https://www.mubawab.tn/fr/a/8232955/une-belle-villa-%C3%A0-vendre-%C3%A0-gammarth-sup%C3%A9rieur,2050000,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
Un duplex plain pied avec une terrasse,4,3,Maison,145,145.0,Bon état,36.8623859,10.2835035,Ain Zaghouan Nord,La Marsa,Terrasse;Garage;Ascenseur;Concierge;Chambre rangement;Entre-seul;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8206962/un-duplex-plain-pied-avec-une-terrasse,585000,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False
Maison RDC S3 avec garage,1,3,Maison,156,,Bon état,36.8493,11.0918,Kélibia,,Jardin;Garage;Antenne parabolique;Climatisation;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8219101/maison-rdc-s3-avec-garage,160000,True,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False
"Villa à vendre à Cité Assemer AFH – 260 m² sur 400 m², titrée",4,3,Villa,260,400.0,Nouveau,36.85579027363463,11.103129650878904,Kélibia,,Jardin;Terrasse;Garage;Chambre rangement;Entre-seul;Antenne parabolique;Double vitrage;Porte blindée,https://www.mubawab.tn/fr/a/8168312/villa-%C3%A0-vendre-%C3%A0-cit%C3%A9-assemer-afh-%E2%80%93-260-m%C2%B2-sur-400-m%C2%B2-titr%C3%A9e,460000,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False
Villa de haut standing à vendre à kélibia,9,4,Maison,224,280.0,Bon état,36.84830584669855,11.085077025551424,Kélibia,,Jardin;Terrasse;Garage;Climatisation;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8188080/villa-de-haut-standing-%C3%A0-vendre-%C3%A0-k%C3%A9libia,470000,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
Maison jumelée à vendre à kélibia,7,2,Maison,200,238.0,À rénover,36.8493,11.0918,Kélibia,,Jardin;Terrasse;Cuisine équipée,https://www.mubawab.tn/fr/a/8189496/maison-jumel%C3%A9e-%C3%A0-vendre-%C3%A0-k%C3%A9libia,175000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Villa inachevée en vente,,,Villa,250,,,35.75,10.72,Sahline,,Jardin;Terrasse;Garage,https://www.mubawab.tn/fr/a/8244366/villa-inachev%C3%A9e-en-vente,300000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Villa individuelle en vente,4,3,Villa,180,500.0,Bon état,36.77855,10.05538,La Manouba,La Manouba,Jardin;Garage;Entre-seul;Climatisation;Cuisine équipée,https://www.mubawab.tn/fr/a/8244756/villa-individuelle-en-vente,700000,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Maison jumelée en vente,3,2,Villa,349,,À rénover,36.77855,10.05538,La Manouba,La Manouba,Jardin;Terrasse;Cuisine équipée,https://www.mubawab.tn/fr/a/8242529/maison-jumel%C3%A9e-en-vente,600000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Immeuble à Usage mixte en Vente,9,6,Maison,172,242.0,Bon état,36.77855,10.05538,La Manouba,La Manouba,Terrasse;Entre-seul;Climatisation;Cuisine équipée;Four;Micro-ondes,https://www.mubawab.tn/fr/a/8242892/immeuble-%C3%A0-usage-mixte-en-vente,800000,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
Villa Individuelle S6 à cité Amal,2,6,Villa,450,292.0,Nouveau,36.77855,10.05538,La Manouba,La Manouba,Jardin;Terrasse;Garage;Vue sur les montagnes;Chambre rangement;Entre-seul;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8048878/villa-individuelle-s6-%C3%A0-cit%C3%A9-amal,750000,True,False,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False
Maison jumelée en vente,8,6,Villa,150,,Bon état,36.77855,10.05538,La Manouba,La Manouba,,https://www.mubawab.tn/fr/a/8214029/maison-jumel%C3%A9e-en-vente,330000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Villa individuelle en vente,6,4,Maison,200,207.0,À rénover,36.77855,10.05538,La Manouba,La Manouba,Jardin,https://www.mubawab.tn/fr/a/8238957/villa-individuelle-en-vente,550000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
A vendre: un duplex S4 de haut standing à SAHLOUL 4,5,4,Maison,300,,Nouveau,35.8273,10.6339,Sahloul,Sousse Ville,Terrasse;Garage;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8071007/a-vendre-un-duplex-s4-de-haut-standing-%C3%A0-sahloul-4,900000,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Vente Villa Cellio S3,4,3,Villa,230,300.0,Nouveau,36.40108,10.61457,Hammamet,Hammamet,Jardin;Terrasse;Garage;Piscine;Salon européen;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8250751/vente-villa-cellio-s3,700000,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,False
À vendre un duplex s3 à mourouj 3,4,3,Maison,90,,Bon état,36.6938694,10.2622167,El Mourouj 3,El Mourouj,Terrasse;Garage;Entre-seul,https://www.mubawab.tn/fr/a/8251250/%C3%A0-vendre-un-duplex-s3-%C3%A0-mourouj-3,230000,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
"Superbe villa moderne à Jinen Mansoura, Kélibia",4,3,Villa,200,120.0,Nouveau,36.8493,11.0918,Kélibia,,Jardin;Terrasse;Garage;Antenne parabolique;Climatisation;Double vitrage,https://www.mubawab.tn/fr/a/8251256/superbe-villa-moderne-%C3%A0-jinen-mansoura-k%C3%A9libia,348000,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Villa blondie,5,4,Villa,400,650.0,Nouveau,36.40012380572145,10.618204587312588,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Entre-seul;Salon européen;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/7998397/villa-blondie,1200000,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,False,False
Villa El Ward,4,3,Villa,412,,Nouveau,36.40108,10.61457,Hammamet,Hammamet,Jardin;Terrasse;Vue sur les montagnes;Piscine;Chambre rangement;Salon européen;Climatisation;Chauffage central;Sécurité;Double vitrage;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8233418/villa-el-ward,1100000,False,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,False
Villa de haut standing S4 à vendre à La Soukra,,5,Maison,238,,,36.88833,10.27417,La Soukra,La Soukra,Jardin;Terrasse;Piscine;Cuisine équipée,https://www.mubawab.tn/fr/a/8239137/villa-de-haut-standing-s4-%C3%A0-vendre-%C3%A0-la-soukra,1250000,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
Une charmante villa 5min de la plage jinan,6,4,Villa,320,500.0,Nouveau,36.40400700000001,10.568995,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Vue sur mer;Piscine;Concierge;Salon européen;Climatisation;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée;Four;Micro-ondes,https://www.mubawab.tn/fr/a/8233666/une-charmante-villa-5min-de-la-plage-jinan,830000,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False,True
Une luxueuse villa de hammametoi,5,5,Villa,600,,Nouveau,36.40107999999999,10.61457,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Piscine;Salon européen;Cheminée;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/7901519/une-luxueuse-villa-de-hammametoi,1250000,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False,False,True,True,False,True,True,True,False,False
Villa jumelée en vente,,,Villa,369,,,36.8625,10.19556,Ariana,Ariana Ville,Jardin,https://www.mubawab.tn/fr/a/8241769/villa-jumel%C3%A9e-en-vente,480000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Villa à vendre en cours de construction,4,3,Villa,175,600.0,Nouveau,33.80649531674179,10.992478942871092,Midoune,Midoun,Jardin;Terrasse;Piscine,https://www.mubawab.tn/fr/a/8250671/villa-%C3%A0-vendre-en-cours-de-construction,550000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
Villa de 650 m2 bâtit sur terrain de 537 m2 à Menzah 8,7,6,Villa,650,,Bon état,36.8625,10.19556,El Menzah 8,Ariana Ville,Jardin;Terrasse;Garage;Climatisation;Chauffage central;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/7614190/villa-de-650-m2-b%C3%A2tit-sur-terrain-de-537-m2-%C3%A0-menzah-8,1350000,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False
A Vendre villa 2S7 Indépendante au bardo,9,7,Maison,720,,Bon état,36.83017,10.13736,Le Bardo,Le Bardo,Jardin;Terrasse;Garage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8250749/a-vendre-villa-2s7-ind%C3%A9pendante-au-bardo,950000,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
A vendre une villa jumelée à la Soukra,4,3,Villa,180,,Nouveau,36.883333,10.25,La Soukra,La Soukra,Jardin;Piscine;Climatisation;Chauffage central;Sécurité,https://www.mubawab.tn/fr/a/8211944/a-vendre-une-villa-jumel%C3%A9e-%C3%A0-la-soukra,960000,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
A vendre duplex indépendant à Ariana,4,3,Maison,151,,Bon état,36.954444,10.191389,Ariana Essoghra,Raoued,Jardin;Terrasse;Garage;Climatisation;Chauffage central;Sécurité;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/8214727/a-vendre-duplex-ind%C3%A9pendant-%C3%A0-ariana,540000,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False
Vente Villa Perfecto S4,5,4,Villa,300,635.0,Nouveau,36.40108,10.61457,Hammamet Sud,Hammamet,Jardin;Terrasse;Vue sur les montagnes;Piscine;Concierge;Chambre rangement;Salon européen;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8162257/vente-villa-perfecto-s4,980000,False,False,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,False
Villa de 800 m2 sur artère principale à Menzah 5,8,6,Villa,800,,Bon état,36.8625,10.19556,El Menzah 5,Ariana Ville,Jardin;Terrasse;Meublé;Chauffage central,https://www.mubawab.tn/fr/a/7674995/villa-de-800-m2-sur-art%C3%A8re-principale-%C3%A0-menzah-5,2200000,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
Vente villa Libre S3,4,3,Villa,300,,Nouveau,36.40108,10.61457,Hammamet Nord,Hammamet,Jardin;Terrasse;Garage;Piscine;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/7701719/vente-villa-libre-s3,890000,True,False,False,True,False,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True,True,True,False,False
A vendre un étage de villa rdc à El menzah 5,4,3,Villa,160,235.0,Nouveau,36.8625,10.19556,El Menzah 5,Ariana Ville,Jardin;Terrasse;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/8250827/a-vendre-un-%C3%A9tage-de-villa-rdc-%C3%A0-el-menzah-5,650000,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Vente Villa Emma S3,4,3,Villa,140,,Nouveau,36.40108,10.61457,Hammamet,Hammamet,Terrasse;Garage;Vue sur les montagnes;Piscine;Concierge;Salon européen;Climatisation;Chauffage central;Sécurité;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/7760401/vente-villa-emma-s3,490000,False,False,False,True,False,True,True,True,False,False,True,True,False,True,False,True,True,False,True,True,True,True,True,False
Vente Villa Sylva S10,12,10,Villa,640,1365.0,Nouveau,36.40108,10.61457,Hammamet Sud,Hammamet,Jardin;Terrasse;Garage;Vue sur les montagnes;Piscine;Concierge;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8226030/vente-villa-sylva-s10,1450000,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False
Villa individuelle en vente,,,Villa,900,,,34.77064,10.719365,Route Lafrane,Sfax Ville,Terrasse;Garage;Piscine,https://www.mubawab.tn/fr/a/8250949/villa-individuelle-en-vente,900000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
